row_id,content-评论内容,theme-主题,sentiment_word-情感关键词,sentiment_anls-情感正负面
15135,体验了半个月左右，感觉不错，支撑力挺好的，不知是否和体重有关，但这床垫沒有之前购买乳胶枕的味道，也不知道是真货还是假的,感觉;NULL;支撑力;,不错;假;挺好;,1;-1;1;
15136,权力法则，中外通用。可能偶有区别，但总的来说，对人类都是适用的。只是稍显说教，看的时候学得有道理，至于看过以后……,NULL;NULL;,通用;适用;,1;1;
15137,长发且多 不好用，太厚不好握，齿太短梳不透，表层顺了里面没梳到，湿发更没办法梳了 那么多好评，也许是我没用对？,NULL;NULL;NULL;齿;NULL;NULL;,不好;不好用;厚;太短;梳不透;好评;,-1;-1;0;-1;-1;1;
15138,如果亚马逊的电子书跟得上纸质书那就完美了，电子书排版乱！,书;,完美;,1;
15139,但是这款的味道初闻不错，久了有蜡烛烟味儿,蜡烛;味道;,久;不错;,0;1;
15140,价格很实惠，一次买了40付基本能够用上大半年了 不过质地偏软，和以前通过其他途径购买到的不大一样，不过无所谓了,NULL;质地;价格;,够用;偏软;实惠;,1;-1;1;
15141,舒适达大名鼎鼎，这次买来用一用，感觉没那么好啊。,舒适达;感觉;,大名鼎鼎;没好;,1;-1;
15142,没有宣传的那么好，属于很一般的记忆枕吧，本来以为价格高点质量会好点，反正有点失望。,质量;记忆枕;NULL;宣传;,好点;一般;失望;好;,1;0;-1;1;
15143,一般般 能粘点小蟑螂 大的粘不起,NULL;,一般般;,0;
15144,没有使用，商品不包括底托，但是图片中有，存在一定程度误导消费者，表示愤怒,NULL;,愤怒;,-1;
15145,一点都不好用，真心觉得没必要买,NULL;,不好用;,-1;
15146,分量很多 听别人都说这个味道好闻 会慢慢变淡 可是还是很浓 我只抹了一点点 贴近一点闻 好刺鼻 头很晕 不适合年轻人用！！！,NULL;NULL;味道;分量;NULL;,不适;刺鼻;好闻;很多;好;,-1;-1;1;1;1;
15147,价格实惠，很实用，质量很好,质量;NULL;价格;,很好;实用;实惠;,1;1;1;
15148,不好用，喷头一下松了，很难按下去，而且是一次性用的，里面的水用完了就不能再装水用了。,NULL;,不好用;,-1;
15149,震动生硬，而且太短。。。,震动;NULL;,生硬;太短;,-1;-1;
15150,不错是正品口感也不错,NULL;NULL;口感;,正品;不错;不错;,1;1;1;
15151,第一次买了，孩子从书桌上掉下来，盖子坏了，幸好没几天换了，这次孩子拿着不小心掉地上，瓶底摔碎了，漏水！越南产的乐扣质量这么差！,质量;盖子;,差;坏;,-1;-1;
15152,。。真心不喜欢，擦不干净,NULL;NULL;,不喜欢;不干净;,-1;-1;
15153,底座不够稳，承重太小 建议不买,底座;,不够稳;,-1;
15154,帮公司买的，还不错。主要之前也一直用这个牌子的，价格还可以。,NULL;价格;,不错;还可以;,1;1;
15155,一直用速锋3的刀架和刀片，亚马逊上刀片的价格很合适，6刀头的价格和超市4刀头的价格一样，还包邮啊亲。,价格;NULL;,合适;包邮;,1;1;
15156,效果太好了，用了一段时间就在也没看到过蟑螂的出没了,效果;,好;,1;
15157,拆开竟然发现被打开过，刷子格里面空的没刷子，找遍盒子也没有，还得单买刷子，亚马逊也不省心了，烦心！,亚马逊;NULL;,不省心;烦心;,-1;-1;
15158,味道挺好，泡沫也挺多，还有就是觉得它的广告太夸张，没那么大的效果,味道;广告;泡沫;,挺好;夸张;挺多;,1;-1;1;
15159,外观挺漂亮的，做工精细，用料也很好。 冲咖啡味道不错，比一般的餐厅好。 缺点是使用前要预热，放掉一点水和蒸汽。比较费电，费时间。如果只冲一杯咖啡就太浪费了。 总的来说还是值得买的。前提是你喜欢喝咖啡，当然偶尔装一下13也是可以的。,做工;外观;用料;NULL;NULL;咖啡;咖啡;NULL;味道;NULL;总的来说;,精细;漂亮;很好;费时间;一般;浪费;喜欢;可以;不错;好;值得;,1;1;1;-1;0;-1;1;1;1;1;1;
15160,做工很好，很精致，操作简单方便，用途很广，适用多种刀具,操作;做工;NULL;NULL;NULL;,简单;很好;适用;精致;方便;,1;1;1;1;1;
15161,这个挂钟的质量我也是醉了，走走停停，时快时慢。,NULL;,时快时慢;,-1;
15162,雨伞属于最常见的大小，只是那颜色比较老土。,颜色;,老土;,-1;
15163,有点薄，不是很满意！,NULL;NULL;,薄;不是满意;,0;-1;
15164,蚊帐质量基本还可以，蚊帐缝口处部分没封住，蚊帐上面四个脚没有预留缝隙插入脚帽，感觉蚊帐有点小，支架做好后，套上蚊帐顶处四个角撑的很紧。标准一米八床可以用，如果带有床边的建议选更大号,质量;NULL;NULL;,还可以;标准;可以;,1;0;1;
15165,包包很轻很大，样子也不错。唯一不足是拉链太涩了不好拉，建议改进拉链。,样子;NULL;拉链;NULL;包包;,不错;很大;不好;不足;很轻;,1;1;-1;-1;1;
15166,还行，质量挺好的，稍微有点味，就是稍微有点高，孩子吃饭不得劲，值这个价钱。,NULL;质量;NULL;,还行;挺好;高;,1;1;1;
15167,不怎么样，效果不好，价格贵,效果;价格;NULL;,不好;贵;不怎么样;,-1;-1;-1;
15168,喜欢这款的额颜色还有功能在家基本够用的,功能;NULL;,够用;喜欢;,1;1;
15169,这一套的刷子当中，我比较喜欢面部刷～眼部刷太大了，用着感觉并不是很好～ 唔，跟RT相比，还是比较喜欢RT家的刷子，这个刷子用着比RT的要扎脸,感觉;NULL;刷子;,不是很好;喜欢;喜欢;,-1;1;1;
15170,啥牙膏里的爱马仕，很普通的牙膏，也感觉不到用后口腔各种舒适，吹的效果更多,牙膏;感觉;,普通;舒适;,0;1;
15171,这款包装完整，挺好的身体乳，就是刚打开时香味非常浓郁，过会香味就很好闻了，很特别，卓越的化妆品值得信赖！,NULL;包装;NULL;化妆品;香味;身体乳;香味;,卓越;完整;信赖;值得;浓郁;挺好;很好;,1;1;1;1;1;1;1;
15172,买了一年了，没有质量问题，很好用,NULL;,很好;,1;
15173,用完之后头发感觉干干的。,,,
15174,玻璃壶都不周正，而且壶盖塑料质感很差，我严重怀疑这是不是食品级塑料，买玻璃的器皿放食用油 就是为了健康 安全 这一来 我都不敢用了,质感;塑料;NULL;,很差;严重;健康;,-1;-1;1;
15175,挺大的塑料味，洗了之后好点。虽然说明书说可以耐120度，但水稍微热点就又出来塑料味了。没有盖子，每次用之前都要洗，很麻烦，也不像标题说的保温，应该叫隔热才对。所以买回来就当玩具了，没敢用来喝水。,塑料味;NULL;说明书;洗;,挺大;麻烦;可以;好点;,1;-1;1;1;
15176,东西挺实用的。安装起来也很方便。就是以这个材料来说还应该再便宜个100块。,安装;东西;材料;,方便;实用;便宜;,1;1;1;
15177,90后也算是跟着腾讯用着腾讯一起成长的一代，对腾讯的各种产品熟悉且很有感情。这本书非常让人热血沸腾，叙述了腾讯才创立到各个产品的出生到辉煌腾达的历史，多么希望自己也能跟上时代的浪潮成为改变中国人生活的人啊！,,,
15178,好厚啊，运动时没法戴。 用过几天后。。 冬天运动时戴还是可以的，对腰部也有一定的支撑作用，总体还是不错的,NULL;总体;NULL;NULL;,厚;不错;可以;好;,0;1;1;1;
15179,知道为什么没有星星吗？冒牌伪劣产品，掉毛脱色到了污染皮肤的程度。简直就是垃圾。呼吁不要再买了。我直接垃圾桶了。,掉毛;NULL;NULL;,脱色;冒牌;垃圾;,-1;-1;-1;
15180,味道和功效不错，感觉比安利的好,功效;感觉;,不错;好;,1;1;
15181,没有Merkur 好用。 设计太保守了，剃须太慢。也许因人而异吧。,设计;NULL;NULL;,保守;慢;好用;,-1;-1;1;
15182,"尖端太尖锐,梳头发不舒服.不如超市10块钱一把的国产货.仔细想想以前用过的梳子尖都会有个圆珠珠那样的设计,为那个设计点赞.",NULL;NULL;NULL;设计;梳子;,尖端;太尖锐;不舒服;点赞;仔细;,1;-1;-1;1;1;
15183,包装很严实，酒味道好，是正品，口感香醇，准备在买两瓶送人,NULL;味道;口感;,正品;好;香醇;,1;1;1;
15184,不是分单盒CD装的，从卡槽里往外取CD有点费劲。一般吧，没有想象的好。,卡槽;NULL;NULL;,费劲;一般;没有好;,-1;0;-1;
15185,这个感觉有点坑。爹哦，这么贵，还不如拿条热毛巾。包装袋的颜色也感觉不对，好像好旧的样子。还6块钱一片！,感觉;感觉;样子;NULL;NULL;,坑;不对;旧;好;贵;,-1;-1;-1;1;-1;
15186,这个对我不起作用，还是买了直接贴脚上的护脚贴管用,护脚贴;,管用;,1;
15187,还可以！希望系正品！,NULL;NULL;,正品;还可以;,1;1;
15188,和在天猫旗舰店以及线下实体店买的不一样，客观讲材质有差异，没有线下买的光滑、有弹力，这件就是个全棉体恤，下回不会买了,有线;,光滑;,1;
15189,送给别人的，应该不错，不要地方,NULL;,不错;,1;
15190,对于我15斤的狗狗来说，大小合适，很柔软。但是底子太薄了，如果不加那个垫子，底子非常薄，但是狗狗又经常会把垫子叼出来啃,NULL;NULL;NULL;大小;,薄;太薄;柔软;合适;,0;0;1;1;
15191,有两个问题，1.制作过程中声音好大，没有对比，不知道是否正常，2，同样的咖啡粉，在另外一台不到200块钱的伊莱克斯的机子里做出来的咖啡连着3杯都很浓，这个只有第一杯和伊莱克斯的味道一样，后面的两杯一杯比一杯淡，下单之后就发了邮件要磨豆机，快两个星期过去了也没收到，最主要的是有疑惑时打售后电话都没人接。,NULL;NULL;声音;售后电话;NULL;,淡;正常;好大;没人接;没快;,-1;1;-1;-1;-1;
15192,买来刚打开转了几下就不转了，电源就灭了，估计电源线接触不好。退了。,接触;,不好;,-1;
15193,收到货之后，找了半天找不到生产日期，使用了好几天都没有效果，还有好多蚊子,,,
15194,感觉是正品，还不错，比较划算吧,感觉;NULL;NULL;,正品;不错;划算;,1;1;1;
15195,好大好厚 物所超值 无味,NULL;NULL;NULL;NULL;NULL;,物所超值;无味;好大;厚;好;,1;-1;-1;0;1;
15196,书内容有点少 花样不够多,,,
15197,三瓶。。。不知道什么时候能用完。味儿还可以，但没有泡沫，抹起来跟润肤露似的，有洁面效果吗？ p.s.这几天继续试用，现在改用水打湿后稍干一点直接抹这个，按摩片刻，然后清洗，效果还不错，皮肤挺滑的。但还是不知道有没有洁面效果。,NULL;味儿;效果;用水;效果;皮肤;,能用;还可以;不错;稍干;洁面;挺滑;,1;1;1;-1;1;1;
15198,没用几个月就坏掉了，线直接断了,NULL;,坏掉;,-1;
15199,"感觉还可以,就是小抽屉似的那块太灵活,太容易开,而且太小的空间,不知道能放什么",感觉;抽屉;NULL;,还可以;太灵活;容易;,1;-1;1;
15200,朋友很喜欢 棒棒的东西,东西;NULL;,棒棒的;喜欢;,1;1;
15201,花瓣橡胶垫很容易变形,橡胶垫;,容易变形;,-1;
15202,虽然价格不贵，但也是钱。材质真的不好，有些部位上也对得不是很好。一次性的东西，装起来之后再装就不行了,价格;装起来;NULL;材质;,不贵;不行了;不是很好;不好;,1;0;-1;-1;
15203,总体感觉还不错，买来送人的，还没送呢，暂不知道用起来如何,感觉;,不错;,1;
15204,一个大点的包装袋，里面是个小袋子，也就是10付。取出来试了一付感觉还行，价格比较实惠，用着还不错。,感觉;用着;价格;,还行;不错;实惠;,1;1;1;
15205,老婆说旋风龙痛，现在都仍了。,NULL;,痛;,-1;
15206,味道很香，不过没什么出彩的地方,味道;NULL;,很香;没什么出彩;,1;-1;
15207,用掉了一直，还可以，也不贵,NULL;NULL;,不贵;还可以;,1;1;
15208,如题，号称大浴帽，结果还不如一般浴帽大。 气味极大，感觉材质肯定不好 看见外面超市卖的比这个便宜 综上 性价比非常低，不建议购买。在网上还是买书质量比较有保证……,结果;外面;性价比;材质;质量;气味;,不如一般;便宜;低;不好;保证;极大;,0;1;-1;-1;1;1;
15209,实惠 很好 也好用 但愿是正品,NULL;NULL;NULL;NULL;,正品;实惠;很好;好用;,1;1;1;1;
15210,没看起来好看，动作挺难，推荐别买，买了后悔,NULL;NULL;看起来;,推荐;后悔;好看;,1;-1;1;
15211,昨天找到了听力资料网站【..】 有音频还是可以的。希望可以分享给大家。。,音频;NULL;,可以;可以;,1;1;
15212,刚刚好包过A4相片，再宽一点点就更好了，总体来说还可以,NULL;总体;包;,更好;还可以;好;,1;1;1;
15213,价格有点贵，书很薄。题目还不错，条例很清楚,书;NULL;价格;NULL;,很薄;不错;贵;清楚;,-1;1;-1;1;
15214,比在专柜买的大牌墨镜，这款更适合我,NULL;,适合;,1;
15215,安装还算方便，个别接合处要使点劲儿，还算结实，用来放内衣袜子和夏天的轻薄衣服没问题。,NULL;袜子;安装;,结实;轻薄;方便;,1;0;1;
15216,还好吧，味道太大太大了，怎么回事,NULL;,还好;,1;
15217,毛巾不太吸水 所以不是很好用，样式倒是和图片区别不大,NULL;,不是很好;,-1;
15218,连续2个硒鼓，用不了几次，就会不停地预热中，不能用。买了好点的以后工作正常。 但老板的服务态度相当不错。,工作;服务态度;NULL;,正常;不错;好点;,1;1;1;
15219,书中多处缺页，比如从54跳到57，很失望，在卓越买到这样质量差的书。,质量;NULL;NULL;,差;卓越;失望;,-1;1;-1;
15220,坏芡实较多，已经泡了一晚上，又煮了一个半小时，还有不少没煮开的，硬的吃不了，令人失望，比我以前在药店买的差，不像是一级食品,NULL;NULL;NULL;NULL;NULL;,坏;不硬;差;没不少;失望;,-1;1;-1;-1;-1;
15221,金属的架子，可以调角度，但是太小了，300，400页的书还马马虎虎，再厚点就架不住了，我的那本1300页的书根本就用不了,书;角度;,马马虎虎;可以;,0;1;
15222,非常薄的胶带，很容易就撕烂了。,NULL;胶带;,容易;薄;,1;0;
15223,用了之后满脸豆豆，酒精味超浓 ，感觉直接就把酒精抹在脸上的感觉,,,
15224,命苦啊。用了十分钟就坏了。一直连接不到外网。只能换货。换了货还是差的，换朋友的网件能用。算了，不退了。麻烦。,NULL;NULL;NULL;货;,能用;麻烦;坏;差;,1;-1;-1;-1;
15225,一直是beats粉，亚马逊直营便宜不少，听说炫黑容易粘指纹，就买了哑光黑，很低调，满意。,NULL;NULL;NULL;亚马逊;指纹;NULL;,不少;很低;炫;便宜;容易;满意;,1;1;1;1;1;1;
15226,每个不是独立包装，怎么开始偷工减料啊？3M闹哪样啊？,,,
15227,自从吃了这个之后，猫拉大便带血，也不知道是什么原因，到底是肚子里有虫，还是不适应这个粮。吃了打虫药，也给喂了三天的调理肠胃的药了，也没见好，还是带血，唉。,NULL;NULL;,不适;好;,-1;1;
15228,因有上下层，效果不太好。,效果;,不太好;,-1;
15229,味道可以，还行，袖珍可爱,味道;NULL;NULL;NULL;,可以;可爱;还行;袖珍;,1;1;1;1;
15230,什么破书，质量太差了，和当当上比较查的不是一丁半点的，以后决不买亚马逊的东西。,书;质量;,破;太差;,-1;-1;
15231,发热，慢，，用100块的同品牌比这个好多了。,NULL;,慢;,-1;
15232,卸妆油有点卸不干净，而且好油,卸妆油;NULL;,不干净;好;,-1;1;
15233,高度挺合适，就是感觉单薄了些。而且座椅面略小，胖人坐上去就遭罪了。我体型偏瘦，现在是冬天，穿的衣服多了，坐上去也感觉局促。,NULL;NULL;感觉;高度;感觉;,略小;遭罪;单薄;合适;局促;,-1;-1;-1;1;-1;
15234,买回来还不错的样子，物流还好,样子;物流;,不错;还好;,1;1;
15235,说的是按压瓶，拿到的是喷雾瓶......单独买的，浪费运费，就当被骗了,运费;NULL;,浪费;被骗;,-1;-1;
15236,用了一下，没有什么效果。 像水一样。 总体感觉非常差，不要购买你会后悔的！！,购买;感觉;,后悔;差;,-1;-1;
15237,秒杀买的，很好，不过质量稳固度没有白色那个好，略微单薄点，没味道。如果可以再牢固厚实点更好，不过还是很喜欢的,NULL;NULL;稳固度;NULL;NULL;NULL;NULL;NULL;,单薄;更好;没有好;很好;可以;喜欢;牢固;厚实;,-1;1;-1;1;1;1;1;1;
15238,刚刚试用了一晚，不好！睡的头昏脑涨！怀疑是劣质产品！卖家说不要打开枕套，为了探究真相还是剪了个口，闻不到乳香味，倒是一股机油味！发货来的时候就不是真空包装，还说是中途漏气，连枕套都不是可拆卸的，明显卖家故意的！百度了下，不是纯物理制作的，应该是先发泡的化学枕头！,NULL;产品;NULL;卖家;,不好;劣质;漏气;明显;,-1;-1;-1;0;
15239,从价格品质对比来说还是不错的，设计上有些缺陷。过滤内胆位置有点偏高，造成如果想将内胆里的茶叶全部浸泡在开水中就需要完全加满。另外内胆与杯口是三点卡扣，安装内胆时需要对好。,内胆;品质;设计;位置;,好;不错;缺陷;偏高;,1;1;1;-1;
15240,家用耳温枪的旗舰款，小巧，造型优美，简单易用，可是实现一秒钟准确测温。工艺略显差了些，尤其选择年零按钮和MENU按钮，正常态高低不齐,NULL;工艺;造型;NULL;NULL;NULL;NULL;,小巧;差;优美;正常;准确;简单;易用;,1;-1;1;1;1;1;1;
15241,一分价钱一分货吧，还可以,NULL;,还可以;,1;
15242,包装挺好，只是很不实用，温度真的很低～～,NULL;温度;包装;,不实用;很低;挺好;,-1;1;1;
15243,内外左右设计对称一样，都是比较浅的只够放一张卡空间的格，其实可以考虑不一样，更便于放东西，目前更像卡包。若定位为卡包可给星4-5，若当杂物包，只好3星了。,设计;NULL;NULL;空间;,对称;可以;较浅;卡;,1;1;-1;-1;
15244,说明书是西语和英语的，上面说要用120 V的交流电充电，吓了一跳，不过后来发现这个充电器是宽范围充电器，可以再国内使用。配件很多，机子用起来声音也不算特别大。送的袋子比较没用，特别大，而且是那种塑料布,使用;配件;,可以;很多;,1;1;
15245,东西很好，就是小了点,东西;NULL;,很好;小了点;,1;-1;
15246,丝巾真的很坑，但是内容还是有很多可以引起共鸣,内容;NULL;丝巾;,很多;可以;很坑;,1;1;-1;
15247,还没用几次就坏了真心不建议买这种便宜货,NULL;NULL;,坏;不便宜货;,-1;1;
15248,书的内容很经典就不用说了 1.包装很完整，但是明显是分为三套的，1~4一套，5~7一套（壳子颜色略微偏深，但是不仔细看看不出来）8一套。可能是修订年份不一样因为一套感觉没有多大出入 2.纸张略薄，摸起来不是很舒服= =（以前买了本盗5那纸张感觉好多了） 3.还没有重温……不知道有没有错别字 4.出版社相同 综上，卓越地址出售的一套应该算是整套= =不知道其他入住商户的是不是了,颜色;地址;NULL;摸起来;包装;NULL;内容;NULL;纸张;,偏深;卓越;仔细;不是舒服;完整;明显;经典;不用说;略薄;,-1;1;1;-1;1;0;1;1;-1;
15249,笔头柔软 容易上色 但是很容易掉妆 还不到半天眼线就掉了一半 多用用 看看它睫毛增长的效果有没有,笔头;上色;掉妆;,柔软;容易;容易;,1;1;1;
15250,太稀；不易干，涂上过一夜也没干；霉菌没变白；有刺激气味。没有中文说明。,NULL;NULL;NULL;,没干;太稀;不易干;,1;-1;-1;
15251,69元包邮，真的很震撼，手麻了，眼睛倒没太大感觉。喜欢白色，发来白色，还挺高兴。至于说是否能去除眼角纹，得用过一阵子才知道，这里还可以追加评论么？不过涂完眼霜后，再用这个按摩器，眼霜吸收得比较好，不再像以前那么油光光的了。,评论;NULL;NULL;吸收;NULL;,还可以;震撼;喜欢;好;挺高;,1;1;1;1;1;
15252,价格实惠，用着还行，就是需要自己自动关机，感觉会费电,用着;价格;,还行;实惠;,1;1;
15253,1、剃须刀很好用。 2、冲牙器也好用； 3、光波电烤箱也很好用 4、小提琴质量太差，买来不到一个月弓子前端弓毛便整体脱落，实在令人寒心。,冲牙器;电烤箱;整体;剃须刀;质量;,好用;很好;脱落;很好;太差;,1;1;-1;1;-1;
15254,一般般，基本是没有作用。,NULL;,一般般;,0;
15255,便宜倒是便宜，但用起来和狮王的感觉完全不一样，怎么说呢？推荐狮王的，太失望了…,NULL;NULL;NULL;,推荐;便宜;失望;,1;1;-1;
15256,不是第一次买了，性价比高。,性价比;,高;,1;
15257,假的，没有用，一点用都没有,NULL;,假;,-1;
15258,不知道是不是换毛刷材料了，没有原来有弹性耐用了,NULL;NULL;,没有有弹性;耐用;,-1;1;
15259,"大,可以遮 3 個人 比較重,女性不適宜隨身攜帶(防狼除外)",NULL;NULL;,可以;重;,1;-1;
15260,"内容全部是主观意见。而且评论太肤浅,一点不深刻啊!很失望。",评论;NULL;,肤浅;失望;,-1;-1;
15261,没有说得那么好，洗衣效果跟蓝月亮也差不多，就是手洗的话，手不干，不值这个价,洗衣效果;手;价;NULL;,差不多;不干;不值;没有好;,0;1;-1;-1;
15262,没有想象的好，但是也就那样吧！习惯性好评,NULL;NULL;,没有好;好评;,-1;1;
15263,防噪音效果很一般，戴久了怪不舒服的，不值这价位,价位;效果;NULL;,不值;一般;不舒服;,-1;0;-1;
15264,"润手霜的盒子是烂的,打开一看盖子下面密封的也被撕掉了,居然送来了别人用过的东西. 还好当着送货的人打开的,让他拿走了.再也不敢在卓越买化妆品了,太可怕了",NULL;化妆品;盒子;送货;,可怕;不敢卓越;烂;还好;,-1;-1;-1;1;
15265,只要不过敏就行，价格没优势，希望多活动。,NULL;NULL;,不过敏;行;,1;1;
15266,标题写7plus可以用，实际上不能用，东西当礼物送给朋友了，真是尴尬！误导消费者，差评！,标题;NULL;,可以;差评;,1;-1;
15267,包装得非常好。质量看上去不错。装的时候少了三个垫片，不知道是我不小心弄丢了，还是本来少了。 如果再购买电脑椅，我会继续考虑这个牌子。,看上去;包装;,不错;好;,1;1;
15268,确实是纯天然，没味道。,,,
15269,不似网上流传的有些花样便当那样精美绝伦、高不可攀。因此我觉得不用太费事费力也可以做出健康营养可操作的便当。,NULL;NULL;觉得;便当;营养;,费力;可以;不用费事;精美绝伦;健康;,-1;1;1;1;1;
15270,还好了，要是大颗粒就更好了,NULL;颗粒;,还好;更好;,1;1;
15271,是二手的，只挂了一个亚马逊自己做的牌子。没有雷朋自带的防伪牌。盒子也是被开过的。,NULL;盒子;,二手;被开过;,-1;-1;
15272,物超所值 推荐购买 宝宝玩了三个月 依旧是最爱！,NULL;NULL;NULL;,物超所值;推荐购买;最爱;,1;1;1;
15273,名不副实，只能叫做短小唐诗而已，怎能叫唐诗三百首,NULL;NULL;,名不副实;短小;,-1;0;
15274,满错了，本来要买眼霜的，买回来发现这个很稀的，还要配合眼霜使用,,,
15275,1.没有备用螺丝，有一个螺丝比其他的短，结果有一个孔只能靠锤。 2.木板质量比其他牌子差一点，有几个角磨损掉漆，背后的挡板很薄，容易变形。 3.安装门的时候发现有些打孔位置不一致，安装后不是很齐，牢固度一般。安装花了一小时。 总体评价一般，这样的质量，没有活动不价格虚高,评价;NULL;价格;挡板;牢固度;安装;螺丝;,一般;容易变形;虚高;很薄;一般;不是很齐;短;,0;-1;-1;-1;0;-1;-1;
15276,味道是本身的味道，没有刺鼻，也很舒服,NULL;NULL;,没有刺鼻;舒服;,1;1;
15277,出墨不畅，而且非常粗，根本就是f尖，与之前买的另一个完全没法比,NULL;,不畅;,-1;
15278,遇水膨胀，膨胀程度很轻，不理想。,NULL;,很轻;,1;
15279,临时使用还是可以的。,使用;,可以;,1;
15280,商品还可以，价格也行，就是物流太差，送到单位门卫就扔在那了，也不给我打电话通知一声，12号到的货害的我今天才拿到，坑爹啊！,商品;物流;NULL;价格;,还可以;太差;坑爹;行;,1;-1;-1;1;
15281,货到手试用了，暂无问题。货物很轻，但不影响使用。配件很好：2条电话线，一条网线，一个分音器。电源插头，连接MODEM一头，是小口插头，跟我正在使用的MODEM的电源插头不同（现用的是大一点的），不能通用，有点不环保。,NULL;NULL;配件;使用;货物;,不环保;不能通用;很好;不影响;很轻;,-1;-1;1;0;1;
15282,放在阳台洗衣机上边了，我和老公都很喜欢，质量也不错。贵了点。,质量;NULL;NULL;,不错;喜欢;贵;,1;1;-1;
15283,清污效果不佳，用了以后！差评,效果;NULL;,不佳;差评;,-1;-1;
15284,实物色差明显，也没那么好看，东西还算结实,NULL;东西;色差;,没好看;结实;明显;,-1;1;0;
15285,担心网上买的质量，收到后很满意！性价比高！比在店里买的划算多了。,NULL;NULL;性价比;,划算;满意;高;,1;1;1;
15286,今天上午收到，就是少配一根网线。试了一天问题还是给我遇到了，晕，真的要重启才行。信号可以，在四楼放一楼都有二格，要买的真的要考虑，一分钱一分货。星是给信号的,信号;NULL;,可以;行;,1;1;
15287,昨天到的货，昨天晚上用的，看评论说第二天香气还有，我就试了一下，除了手心，其他地方都没有了，而且味道太浓，还有很甜的感觉，很俗气，跟外面十来块钱的香水差不多。,味道;NULL;香水;,太浓;俗气;差不多;,-1;-1;0;
15288,到手的时候不知道是不是书店的压箱底货还是快递有问题，封面各种皱，收到时候的好心情全都没有了,快递;,有问题;,-1;
15289,一直用，非常滋润。好,NULL;NULL;,滋润;好;,1;1;
15290,还不错。适合干皮。混合皮夏天的时候少用一点也可以，很滋润，敏感皮表示也没有过敏,皮;NULL;NULL;干皮;NULL;皮;,可以;滋润;不错;适合;敏感;没有过敏;,1;1;1;1;1;1;
15291,大小正合适，就是填充物有好多硬结，算是对得起这个价格，上面还是要加层褥子……,价格;大小;,对得起;正合适;,1;1;
15292,颜色随机，一点都不好，发来的颜色不是自己喜欢的，雨伞质量还可以，重量一般，价格还给力,重量;颜色;NULL;质量;,一般;不是喜欢;不好;还可以;,0;-1;-1;1;
15293,打开一看，明显是别人的退货！并且味道很大，果断退货,味道;退货;,很大;明显;,1;0;
15294,满怀期待的买来，发现掉毛，以为洗完会好点，还是一样，可惜我吊牌剪了，不然就退货了。东莞生产的，真心怀疑是否正品，正品据说不掉毛！可是价钱也不便宜啊。郁闷。,NULL;NULL;价钱;NULL;掉毛;NULL;,正品;郁闷;不便宜;好点;正品;可惜;,1;-1;-1;1;1;-1;
15295,买了一瓶来用，唯一的感受这玩意儿酸性物质太强，伤牙釉质，漱口结束，感觉整个牙齿被石材打磨机磨了一遍，牙齿感觉难受，赶紧用清水冲洗好几遍，才有所缓解。亲身使用感受，特别伤牙釉质，各位冲着天后去的要考虑清楚。,感受;感觉;NULL;,太强;难受;清楚;,-1;-1;1;
15296,"刚用了一个月,管子就裂了往外喷水,联系售后给修好了",管子;,裂;,-1;
15297,没有想象的好，回弹还可以，整个形状像个砖，没有弧度，睡眠状况依旧，透气性还可以,NULL;透气性;NULL;,没有好;还可以;还可以;,-1;1;1;
15298,发过来的 感觉是别人用过的 有水渍。质量也很一般,质量;,一般;,0;
15299,"买的16G,发的是8G,果断退货。",,,
15300,还不错，做工挺精细的，就是没有图片渲染的那么好。没有纸盒包装，只有一个塑料袋。应该是正品吧。,做工;NULL;NULL;图片;,精细;正品;不错;好;,1;1;1;1;
15301,还没用，感觉还不错，送了6瓶小的洗面奶，赠品还挺多的。以为是进口的，原来是国产的，不过看着还行，不知道好不好用。,感觉;赠品;NULL;看着;NULL;,不错;挺多;不好用;还行;好;,1;1;-1;1;1;
15302,亚马逊应该及时更新 这个产品商家已经确认没货而且新款不一样了 但是页面还是老的 误导新客户,客户;亚马逊;,新;及时;,1;1;
15303,一下子买了9支，发的3个包装口味是一模一样的，牙膏味道不好，99元买的现在又降价到89，不满意,口味;NULL;味道;,一模一样;不满意;不好;,1;-1;-1;
15304,有股淡淡新鲜棉花味，感觉不错,感觉;味;,不错;新鲜;,1;1;
15305,第一次在亚马逊买东西，之后是大写的失望，送货员不送上门，要去外面自取，打开包裹眼罩盒子是完全开了封放里面的，我想问是不是某处的滞销品拿来打特价,NULL;,失望;,-1;
15306,手感不好，很强的塑料感。,塑料感;手感;,很强;不好;,1;-1;
15307,床垫没味道，还算满意，送的这两个枕头十分鸡肋，太小了，婴儿枕么。再买还是买厚一点的床垫吧,枕头;床垫;NULL;,鸡肋;厚;满意;,-1;0;1;
15308,味道比我店里买的特别重，,味道;,重;,-1;
15309,没法接受这个味道，但是最烦人的是因为是油性成分，根本没发洗掉，只能连剃须刀一起扔了。,成分;,烦人;,-1;
15310,刷的时候有点酸涩，味道还可以，刷完后还有点薄荷。,味道;,还可以;,1;
15311,奶瓶颜色发黄了。应该是积压货，奶嘴有点硬，刚出生的孩子可能不适应。建议6个月以上的孩子使用。,NULL;颜色;NULL;,不适;发黄;硬;,-1;-1;-1;
15312,小的很，十分小。虽然有颜值,,,
